StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,uncued_recall,cued_recall,otf,issues,issues_2_TEXT,PROLIFIC_PID,useragent,city,state,postalcode
2024-10-15 17:52:30,2024-10-15 17:54:26,IP Address,104.218.199.39,100,115,True,2024-10-15 17:54:26,R_7fj8VeQIStQqqiM,,,,,33.4475,-112.0866,anonymous,EN,66d5acc304697c2e06d5ffca,26,Male,,Black or African American,,Apple Bose Samsung US WHOOP Nintendo of America,"Bose,Apple,Nintendo,Whoop,Samsung","I found the feed engaging and relatable, with a good mix of humorous and everyday life content. I particularly liked the memes, as they were light-hearted and easy to scroll through. However, the presence of sponsored ads felt a bit intrusive at times, although they were relevant to some extent. Overall, the browsing experience was enjoyable, but the frequency of ads could be reduced to maintain better flow.",No,,66d5acc304697c2e06d5ffca,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Phoenix,AZ,85036
2024-10-15 17:53:30,2024-10-15 17:54:32,IP Address,73.57.32.35,100,62,True,2024-10-15 17:54:33,R_51arq9LjZ295jTF,,,,,25.8906,-80.1784,anonymous,EN,666e123eb6aff45cf5be575e,30,Female,,White or Caucasian,,"9Gag, Bose","Bose,Fitbit,Microsoft","It seemed very meme-heavy for marketing, which was maybe intentional to seem more relevant.",No,,666e123eb6aff45cf5be575e,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Miami,FL,33161
2024-10-15 17:53:35,2024-10-15 17:54:33,IP Address,75.35.193.223,100,57,True,2024-10-15 17:54:34,R_5NWkhc99T02CoKJ,,,,,36.0964,-86.8212,anonymous,EN,660de2426df2c14f27678f6b,34,Female,,White or Caucasian,,"Apple, a headphone brand ","Bose,Apple,Beats by Dre","I like memes. There was nothing I disliked ",No,,660de2426df2c14f27678f6b,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",Nashville,TN,37215
2024-10-15 17:50:49,2024-10-15 17:54:45,IP Address,104.218.199.170,100,235,True,2024-10-15 17:54:45,R_5D02LBHKruXldhT,,,,,33.4475,-112.0866,anonymous,EN,66c37d71278acb17d12bc77e,33,Male,,White or Caucasian,,n/a,"Spotify,T-Mobile",They provided interesting feeds for my consumption.,No,,66c37d71278acb17d12bc77e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Phoenix,AZ,85036
2024-10-15 17:52:07,2024-10-15 17:54:55,IP Address,71.173.200.29,100,167,True,2024-10-15 17:54:55,R_5MJvYXe7bl4WoIQ,,,,,40.2327,-76.9331,anonymous,EN,610898813e48dc2864965122,28,Male,,"White or Caucasian,Black or African American",,Nintendo,Nintendo,"9gag has continued to be one of the least funny websites/pages on the internet for well over a decade. Some of the corniest, laziest posts I've ever seen. 

There was a particularly egregious spongebob ""joke"" about needing to remember facts about yourself during an interview. It used a random picture of a guy making a panicked face, but there's literally a scene in spongebob of the exact scenario they are describing. They could have used that. 
",No,,610898813e48dc2864965122,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,Camp Hill,PA,17011
2024-10-15 17:53:10,2024-10-15 17:55:05,IP Address,104.218.199.250,100,114,True,2024-10-15 17:55:05,R_5mAnV1Hsy804kN3,,,,,33.4475,-112.0866,anonymous,EN,66af8ff654b6f1958351c52d,34,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,I particularly enjoyed the memes and that was what I paid more attention to.,No,,66af8ff654b6f1958351c52d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Phoenix,AZ,85036
2024-10-15 17:54:25,2024-10-15 17:55:13,IP Address,70.59.8.246,100,48,True,2024-10-15 17:55:14,R_1erPAtfjAc2mZOL,,,,,39.7301,-104.9078,anonymous,EN,6640bbf0724937b3e85a6f38,33,Female,,White or Caucasian,,N/A,I do not recall any sponsored posts,The 9Gag memes were great. I skipped right over the ads and didn't pay attention to them.,No,,6640bbf0724937b3e85a6f38,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Denver,CO,80220
2024-10-15 17:53:54,2024-10-15 17:55:16,IP Address,24.170.82.104,100,81,True,2024-10-15 17:55:16,R_5P60oSkycxJ5OTC,,,,,27.552,-99.4959,anonymous,EN,668d5a454e51f2df12027e26,29,Female,,White or Caucasian,,Samsung,"Samsung,Beats by Dre","I liked seeing the memes, they were pretty funny and it made the study really fun.",No,,668d5a454e51f2df12027e26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Laredo,TX,78041
2024-10-15 17:53:56,2024-10-15 17:55:22,IP Address,158.247.40.171,100,85,True,2024-10-15 17:55:22,R_7pOKwCmIFKarXKV,,,,,32.9838,-86.7132,anonymous,EN,66eca879dfd69ee74b5000bc,25,Female,,White or Caucasian,,apple,"Bose,Apple,Nintendo,Samsung",i really liked the post they were funny and it was much more enjoyable that regular studies,No,,66eca879dfd69ee74b5000bc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",Jemison,AL,35085
2024-10-15 17:52:10,2024-10-15 17:55:36,IP Address,166.199.149.94,100,206,True,2024-10-15 17:55:37,R_7Q0QuLnl0LCYoBr,,,,,33.7485,-84.3871,anonymous,EN,6703e42c2e033aff03754860,32,Female,,White or Caucasian,,"Apple, Samsung, Nintendo","Apple,Nintendo,Samsung","The feed didn’t have too many posts that would catch my attention personally. I wouldn’t have liked or shared or interacted in anyway even if it was on my own personal account. ",No,,6703e42c2e033aff03754860,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Mobile/15E148 Safari/604.1",,GA,
2024-10-15 17:52:39,2024-10-15 17:56:07,IP Address,50.173.118.234,100,207,True,2024-10-15 17:56:07,R_5G47xBupKYpMgbn,,,,,39.9552,-76.6653,anonymous,EN,668161c6c32c389a9edbffe5,22,Prefer to self-describe,Genderfluid,White or Caucasian,,"Bose, Nintendo ","Bose,Nintendo,Whoop",I really liked the memes. They were kind of funny but not overly raunchy. I didn't like the number of ads though.,No,,668161c6c32c389a9edbffe5,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",York,PA,17403
2024-10-15 17:53:30,2024-10-15 17:57:42,IP Address,50.107.123.19,100,251,True,2024-10-15 17:57:42,R_6eUmOYOizmIU372,,,,,42.2755,-84.5982,anonymous,EN,663a68aa742bcff8b0f8c014,31,Female,,American Indian/Native American or Alaska Native,,"Nintendo, Samsung, Whoop, Bose","Bose,Nintendo,Whoop,Samsung","Some of the content was relatable and some were just trying too hard. I liked about 70% of the posts. The ads seemed to go along with who I assume would be browsing the feed, like tech and games products for internet humor.",No,,663a68aa742bcff8b0f8c014,"Mozilla/5.0 (X11; CrOS x86_64 14816.131.5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Parma,MI,49269
2024-10-15 17:56:39,2024-10-15 17:58:04,IP Address,174.247.252.160,100,84,True,2024-10-15 17:58:04,R_7COekkfBDwfNlxg,,,,,34.7448,-92.2883,anonymous,EN,65c10e46d2af252c2c50194b,35,Female,,Black or African American,,"Bose, samsung flip, apple","Bose,Apple,Nintendo,Samsung",I loved the memes but I didn’t like the ads.,No,,65c10e46d2af252c2c50194b,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",,TN,
2024-10-15 17:56:46,2024-10-15 17:58:13,IP Address,172.59.220.200,100,87,True,2024-10-15 17:58:15,R_7CfoRfFBZ3I0yBX,,,,,35.1362,-80.7673,anonymous,EN,66c4ffa27741ca4de83e0012,26,Male,,White or Caucasian,,"Bose, 9Gag, ","Bose,Nintendo,Whoop",It was pretty much just bad memes and ads. Not a great browsing experience to be honest.,No,,66c4ffa27741ca4de83e0012,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Charlotte,NC,28213
2024-10-15 17:53:01,2024-10-15 17:58:27,IP Address,69.57.194.208,100,326,True,2024-10-15 17:58:28,R_5gp6PW23rjQhYr9,,,,,42.5243,-92.4479,anonymous,EN,5f76586f6ce6850f223a25ab,33,Male,,White or Caucasian,,"Nintendo, I think another was a headphone company",Nintendo,"I scrolled right past the ads as soon as I saw them/recognized them as an ad. The memes were decently funny but it still always feels like I'm wasting my life a bit when I'm just scrolling through memes and other inane posts, so I definitely am not going to sit there and read through an obvious ad. Or any ad if I can help it. Actually, the only company I remember besides nintendo was Ikea, but I'm pretty sure that was in a meme, not an ad. But I do remember seeing their name, so I guess the best things for companies to do is create legit funny memes that just so happen to mention their company name in them. Not easy to pull off, but rewarding if you can do it. ",Yes:,Honestly a lot of those memes were pretty good. Kudos,5f76586f6ce6850f223a25ab,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Cedar Falls,IA,50613
2024-10-15 17:54:35,2024-10-15 17:59:01,IP Address,104.218.199.198,100,265,True,2024-10-15 17:59:02,R_5R2PvB94EM5T1m1,,,,,33.4475,-112.0866,anonymous,EN,670559e869e7cf016dae9ed4,22,Male,,Black or African American,,Bose,Bose,"I found the social media feed to be engaging and relatable, especially the memes that humorously addressed everyday situations. The blend of ads felt well-integrated, without being too intrusive. However, it could benefit from more diversity in the content types, as some posts felt repetitive. Overall, it was a pleasant browsing experience",No,,670559e869e7cf016dae9ed4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Phoenix,AZ,85036
2024-10-15 17:54:29,2024-10-15 18:01:07,IP Address,73.252.172.127,100,397,True,2024-10-15 18:01:08,R_31n0ap4oJvt83v8,,,,,37.9935,-121.7015,anonymous,EN,65d66750465332c5a11e41d4,35,Female,,Prefer not to say,,N/A,"Bose,Nintendo,Beats by Dre,Sonos,Verizon",I like that the ads do not take up the entire feed or are disguised as a regular post. I also thin it is great that there aren't so many ads that take away the experience of the timeline of posts.,No,,65d66750465332c5a11e41d4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Oakley,CA,94561
2024-10-15 18:02:16,2024-10-15 18:08:49,IP Address,97.164.99.126,100,393,True,2024-10-15 18:08:50,R_3PuKb4CNOGs0ZaO,,,,,27.0984,-82.2115,anonymous,EN,66deeccfa4a8c62e75e0a557,26,Female,,White or Caucasian,,N/A,I do not recall any sponsored posts,"Twitter is a place where people share their feelings, thoughts and the circumstances they are passing through which some might be positive and some negative.

The Aspect i liked is people share freely.

What i might dislike is the fact that confidential things especially for companies should not be shared but at times people could be careless to share.",No,,66deeccfa4a8c62e75e0a557,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Miramar,FL,33027
2024-10-15 18:11:35,2024-10-15 18:13:36,IP Address,174.203.4.17,100,121,True,2024-10-15 18:13:37,R_1U4q1eBnuO9HomA,,,,,29.7953,-95.4968,anonymous,EN,66d8ada7113ad93831087b25,18,Male,,White or Caucasian,,na,"Spotify,Microsoft","nice survy and look real ",No,,66d8ada7113ad93831087b25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Houston,TX,77074
2024-10-15 18:20:26,2024-10-15 18:21:12,IP Address,67.248.112.198,100,45,True,2024-10-15 18:21:13,R_7RyHGmeKzn0Lkz1,,,,,42.6701,-73.7754,anonymous,EN,67083dadb0e6f2e304a38a21,26,Male,,Asian,,Apple,Apple,Memes were not that funny. Would be funny back in 2012.,No,,67083dadb0e6f2e304a38a21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Albany,NY,12202
2024-10-15 18:21:49,2024-10-15 18:25:18,IP Address,73.32.130.251,100,208,True,2024-10-15 18:25:19,R_1cWGaJn3JKVz20h,,,,,29.5726,-95.1004,anonymous,EN,647dfaca60dc6f90350e765b,32,Male,,"White or Caucasian,Asian",,"Bose, Apple","Bose,Apple","It was interesting to see memes talking about how people are when younger (kids), compared to when older (adults). It made me reflect on my life as I get older. There wasn't anything I particularly disliked.",No,,647dfaca60dc6f90350e765b,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Houston,TX,77058
2024-10-15 18:22:15,2024-10-15 18:28:26,IP Address,154.7.225.101,100,371,True,2024-10-15 18:28:27,R_3Lkgbn33ObsuaKB,,,,,39.0469,-77.4903,anonymous,EN,663e29a7cd0b2aba8dd1e6d9,31,Male,,Black or African American,,x,"Apple,JBL",its fun to see tweets of peoples daily life,No,,663e29a7cd0b2aba8dd1e6d9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Ashburn,VA,20149
